timeSlot,afternoon,いらっしゃいませー,100,0
timeSlot,afternoon,いつも、ありがとうございます,100,0
timeSlot,afternoon,面白いものがいっぱいありますよー,80,0
timeSlot,afternoon,また、遊びに来てくださいね,30,0
timeSlot,afternoon,マッスル、マッスルー,70,0
timeSlot,afternoon,ゆっくりご覧ください,100,0
timeSlot,afternoon,夕張メロン、食べたいなー,10,0
timeSlot,afternoon,お買い得ですよー,100,0
timeSlot,afternoon,ようこそ、おいでくださいました,100,0
timeSlot,afternoon,楽しんでいってくださいねー,100,0
timeSlot,afternoon,今日も元気で頑張りましょう,80,0
timeSlot,afternoon,ご来店、まことにありがとうございます,100,0
timeSlot,afternoon,僕、マッスルパンダ、よろしくね,100,0
timeSlot,afternoon,まいど、ありがとうございます,100,0
timeSlot,afternoon,ジンギスカン食べたいなー,20,0
timeSlot,afternoon,眠いけど、もうちょっと頑張ろっと,20,0
timeSlot,afternoon,暇だなー,10,0
timeSlot,afternoon,上海問屋へ、ようこそ！,100,0
timeSlot,afternoon,さっき、キタキツネに会いましたよ,20,0
